"Item","Sub-Sector","Area","Super Region","Sector","Element","Unit","Source","Super Region","Value","Date Value","Period Value"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2511.120","1990-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2524.430","1989-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2569.160","1988-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2595.050","1987-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2707.120","1986-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2759.390","1985-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2712.150","1984-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2778.990","1983-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2766.930","1982-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2738.530","1981-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2713.650","1980-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2697.320","1979-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2714.660","1978-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2750.340","1977-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2772.200","1976-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2799.090","1975-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2821.960","1974-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2867.940","1973-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2940.060","1972-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","2974.990","1971-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","3015.450","1970-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","3092.590","1969-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","3224.520","1968-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","3371.020","1967-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","3535.870","1966-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","3757.750","1965-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","3939.430","1964-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","4085.930","1963-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","4232.180","1962-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM N2O (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","4332.950","1961-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1206.680","2050-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1166.870","2030-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1124.420","2018-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1114.160","2017-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1109.920","2016-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1109.500","2015-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1103.550","2014-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1099.620","2013-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1101.170","2012-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1096.640","2011-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1087.580","2010-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1096.990","2009-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1110.340","2008-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1095.440","2007-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1089.240","2006-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1078.870","2005-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1074.100","2004-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1082.570","2003-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1089.480","2002-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1085.190","2001-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1096.640","2000-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1091.150","1999-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1090.910","1998-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1102.950","1997-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1117.260","1996-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1128.470","1995-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1131.800","1994-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1142.170","1993-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1154.930","1992-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1171.380","1991-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1191.290","1990-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1197.610","1989-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1218.830","1988-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1231.110","1987-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1284.280","1986-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1309.070","1985-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1286.660","1984-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1318.370","1983-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1312.650","1982-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1299.180","1981-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1287.380","1980-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1279.630","1979-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1287.850","1978-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1304.780","1977-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","INDIRECT EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","1315.150","1976-12-31","a"
